field1,field2,field3,field4,field5,field6,field7,field8,field9,field10,field11,field12,field13,field14
MX34005NF1,"Rectangular Power Connector, Right Angle, 5 Contacts, PCB Mount, Solder, 2.2 mm, Header",Manufacturer:JAPAN AVIATION ELECTRONICS INDUSTRY=Manufacturer Part No:MX34005NF1=Order Code:1827220=Technical Datasheet: MX34005NF1  Datasheet,No. of Contacts:5Contacts=Product Range:-=Connector Mounting:PCB Mount=Contact Termination Type:Solder=Pitch Spacing:2.2mm=Contact Gender:Pin=Contact Material:Brass=Contact Plating:Tin Plated Contacts=Connector Shell Size:-=No. of Rows:1Rows,,,,£0.79,1+:£0.79=10+:£0.72=50+:£0.66=100+:£0.62=250+:£0.58,"Country of Origin:Japan, , Country in which last significant manufacturing process was carried out=Tariff No:85366930, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:To be advised =SVHC:To Be Advised =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.04",1827219-40.jpg,1009736.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
MF30-SVE1-24,"Rectangular Power Connector, 24 Contacts, PCB Mount, Surface Mount, 3 mm, Header",Manufacturer:AMPHENOL COMMUNICATIONS SOLUTIONS=Manufacturer Part No:MF30-SVE1-24=Order Code:1839942=Technical Datasheet: MF30-SVE1-24  Datasheet,No. of Contacts:24Contacts=Product Range:-=Connector Mounting:PCB Mount=Contact Termination Type:Surface Mount=Pitch Spacing:3mm=Contact Gender:-=Contact Material:Copper=Contact Plating:Tin Plated Contacts=Connector Shell Size:-=No. of Rows:2Rows,,,,£0.89,10+:£0.89=100+:£0.84=250+:£0.79=500+:£0.78=1000+:£0.74,"Country of Origin:China, , Country in which last significant manufacturing process was carried out=Tariff No:85366930, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:To be advised =SVHC:No SVHC (12-Jan-2017) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.001",1839930-40.jpg,885800.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
MF30-DVP1-16,"Rectangular Power Connector, 16 Contacts, MF30, PCB Mount, Through Hole, 3 mm, Header",Manufacturer:AMPHENOL COMMUNICATIONS SOLUTIONS=Manufacturer Part No:MF30-DVP1-16=Order Code:1839965=Product Range:MF30=Technical Datasheet: MF30-DVP1-16  Datasheet,No. of Contacts:16Contacts=Product Range:MF30=Connector Mounting:PCB Mount=Contact Termination Type:Through Hole=Pitch Spacing:3mm=Contact Gender:-=Contact Material:Copper=Contact Plating:Tin Plated Contacts=Connector Shell Size:-=No. of Rows:2Rows,,,,£0.313,10+:£0.313=25+:£0.312=100+:£0.311=150+:£0.31=250+:£0.309,"Country of Origin:China, , Country in which last significant manufacturing process was carried out=Tariff No:85366930, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:To be advised =SVHC:No SVHC (12-Jan-2017) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.001",1839957-40.jpg,885723.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
MX34036NF2,"Rectangular Power Connector, Right Angle, 36 Contacts, PCB Mount, Through Hole, 2.2 mm, Plug",Manufacturer:JAPAN AVIATION ELECTRONICS INDUSTRY=Manufacturer Part No:MX34036NF2=Order Code:1827229=Technical Datasheet: MX34036NF2  Datasheet,No. of Contacts:36Contacts=Product Range:-=Connector Mounting:PCB Mount=Contact Termination Type:Through Hole=Pitch Spacing:2.2mm=Gender:Plug (View Associated Connectors)=Contact Gender:Pin=Contact Material:Brass=Contact Plating:Tin Plated Contacts=Connector Shell Size:-=No. of Rows:2Rows,,,,£0.931,1+:£0.931,"Country of Origin:Japan, , Country in which last significant manufacturing process was carried out=Tariff No:85366930, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:To be advised =SVHC:To Be Advised =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.08",1827222-40.jpg,1009712.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
MF30-SHP1-18,"Rectangular Power Connector, Right Angle, 18 Contacts, PCB Mount, Surface Mount, 3 mm, Header",Manufacturer:AMPHENOL COMMUNICATIONS SOLUTIONS=Manufacturer Part No:MF30-SHP1-18=Order Code:1840005=Technical Datasheet: MF30-SHP1-18  Datasheet,No. of Contacts:18Contacts=Product Range:-=Connector Mounting:PCB Mount=Contact Termination Type:Surface Mount=Pitch Spacing:3mm=Contact Gender:-=Contact Material:Copper=Contact Plating:Tin Plated Contacts=Connector Shell Size:-=No. of Rows:2Rows,,,,£0.95,10+:£0.95=100+:£0.92=250+:£0.89=500+:£0.87=1000+:£0.86,"Country of Origin:Taiwan, , Country in which last significant manufacturing process was carried out=Tariff No:85366930, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:To be advised =SVHC:No SVHC (12-Jan-2017) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.001",1839996-40.jpg,885788.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
6.62E+11,"Rectangular Power Connector, Right Angle, 14 Contacts, PCB Mount, Surface Mount, 3 mm, Header",Manufacturer:WURTH ELEKTRONIK=Manufacturer Part No:662014230822=Order Code:2113470=Technical Datasheet: 662014230822  Datasheet,No. of Contacts:14Contacts=Product Range:-=Connector Mounting:PCB Mount=Contact Termination Type:Surface Mount=Pitch Spacing:3mm=Contact Gender:Pin=Contact Material:Copper=Contact Plating:Tin Plated Contacts=Connector Shell Size:-=No. of Rows:2Rows,,,,£0.356,1+:£0.356=10+:£0.303=25+:£0.258,"Country of Origin:Taiwan, , Country in which last significant manufacturing process was carried out=Tariff No:85366930, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:To be advised =SVHC:No SVHC (07-Jul-2017) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.0235",2113463-40.jpg,662024230822.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
MF30-SHP1-10,"Rectangular Power Connector, Right Angle, 10 Contacts, PCB Mount, Surface Mount, 3 mm, Header",Manufacturer:AMPHENOL COMMUNICATIONS SOLUTIONS=Manufacturer Part No:MF30-SHP1-10=Order Code:1840001=Technical Datasheet: MF30-SHP1-10  Datasheet,No. of Contacts:10Contacts=Product Range:-=Connector Mounting:PCB Mount=Contact Termination Type:Surface Mount=Pitch Spacing:3mm=Contact Gender:-=Contact Material:Copper=Contact Plating:Tin Plated Contacts=Connector Shell Size:-=No. of Rows:2Rows,,,,£0.68,10+:£0.68=100+:£0.66=250+:£0.64=500+:£0.63=1000+:£0.61,"Country of Origin:Taiwan, , Country in which last significant manufacturing process was carried out=Tariff No:85366930, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:To be advised =SVHC:No SVHC (12-Jan-2017) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.001",1839996-40.jpg,885788.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
MF42-RD-02,"Rectangular Power Connector, Right Angle, 2 Contacts, PCB Mount, Through Hole, Header",Manufacturer:AMPHENOL COMMUNICATIONS SOLUTIONS=Manufacturer Part No:MF42-RD-02=Order Code:1840079=Technical Datasheet: MF42-RD-02  Datasheet,No. of Contacts:2Contacts=Product Range:-=Connector Mounting:PCB Mount=Contact Termination Type:Through Hole=Pitch Spacing:-=Contact Gender:-=Contact Material:Brass=Contact Plating:Tin Plated Contacts=Connector Shell Size:-=No. of Rows:2Rows,,,,£0.299,10+:£0.299=50+:£0.261=100+:£0.243=250+:£0.222=500+:£0.1763,"Country of Origin:Taiwan, , Country in which last significant manufacturing process was carried out=Tariff No:85366930, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:To be advised =SVHC:No SVHC (12-Jan-2017) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.001",1840079-40.jpg,885841.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
MF42-RE-24,"Rectangular Power Connector, Right Angle, 24 Contacts, PCB Mount, Through Hole, 4.2 mm, Header",Manufacturer:AMPHENOL COMMUNICATIONS SOLUTIONS=Manufacturer Part No:MF42-RE-24=Order Code:1840118=Technical Datasheet: MF42-RE-24  Datasheet,No. of Contacts:24Contacts=Product Range:-=Connector Mounting:PCB Mount=Contact Termination Type:Through Hole=Pitch Spacing:4.2mm=Contact Gender:-=Contact Material:Brass=Contact Plating:Tin Plated Contacts=Connector Shell Size:-=No. of Rows:2Rows,,,,£0.43,1+:£0.43=5+:£0.40=10+:£0.37,"Country of Origin:Taiwan, , Country in which last significant manufacturing process was carried out=Tariff No:85366930, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:To be advised =SVHC:No SVHC (12-Jan-2017) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.001",1840118-40.jpg,885854.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
MX34024UF1,"Rectangular Power Connector, 24 Contacts, PCB Mount, Through Hole, 2.2 mm, Plug",Manufacturer:JAPAN AVIATION ELECTRONICS INDUSTRY=Manufacturer Part No:MX34024UF1=Order Code:1827237=Technical Datasheet: MX34024UF1  Datasheet,No. of Contacts:24Contacts=Product Range:-=Connector Mounting:PCB Mount=Contact Termination Type:Through Hole=Pitch Spacing:2.2mm=Gender:Plug (View Associated Connectors)=Contact Gender:Pin=Contact Material:Brass=Contact Plating:Tin Plated Contacts=Connector Shell Size:-=No. of Rows:2Rows,,,,£0.87,1+:£0.87=10+:£0.81=50+:£0.76=100+:£0.72=250+:£0.69,"Country of Origin:Japan, , Country in which last significant manufacturing process was carried out=Tariff No:85366930, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:To be advised =SVHC:To Be Advised =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.07",1827237-40.jpg,1009712.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
66201111122,"Rectangular Power Connector, 11 Contacts, PCB Mount, Through Hole, 3 mm, Header",Manufacturer:WURTH ELEKTRONIK=Manufacturer Part No:66201111122=Order Code:2113515=Technical Datasheet: 66201111122  Datasheet,No. of Contacts:11Contacts=Product Range:-=Connector Mounting:PCB Mount=Contact Termination Type:Through Hole=Pitch Spacing:3mm=Contact Gender:Pin=Contact Material:Copper=Contact Plating:Tin Plated Contacts=Connector Shell Size:-=No. of Rows:1Rows,,,,£0.842,1+:£0.842=10+:£0.776=50+:£0.70=100+:£0.639=250+:£0.53,"Country of Origin:China, , Country in which last significant manufacturing process was carried out=Tariff No:85366930, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:To be advised =SVHC:No SVHC (07-Jul-2017) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.00128",2113504-40.jpg,66201211122.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
BMCWPF2L-BK-80-SET,"Rectangular Power Connector, Black, 270A, 2 Contacts, BMC, Cable Mount, Crimp, Receptacle",Manufacturer:MULTICOMP PRO=Manufacturer Part No:BMCWPF2L-BK-80-SET=Order Code:2064928=Product Range:BMC=Technical Datasheet: BMCWPF2L-BK-80-SET  Datasheet,No. of Contacts:2Contacts=Product Range:BMC=Connector Mounting:Cable Mount=Contact Termination Type:Crimp=Pitch Spacing:-=Gender:Receptacle (View Associated Connectors)=Contact Gender:Pin=Connector Shell Size:-=No. of Rows:1Rows,,,,£13.46,1+:£13.46,"Country of Origin:Taiwan, , Country in which last significant manufacturing process was carried out=Tariff No:85369020, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:To be advised =SVHC:No SVHC (07-Jul-2017) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.25",2064928-40.jpg,1505893.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
MF42-RD-12,"Rectangular Power Connector, Right Angle, 12 Contacts, PCB Mount, Through Hole, 4.2 mm, Header",Manufacturer:AMPHENOL COMMUNICATIONS SOLUTIONS=Manufacturer Part No:MF42-RD-12=Order Code:1840085=Technical Datasheet: MF42-RD-12  Datasheet,No. of Contacts:12Contacts=Product Range:-=Connector Mounting:PCB Mount=Contact Termination Type:Through Hole=Pitch Spacing:4.2mm=Contact Gender:-=Contact Material:Brass=Contact Plating:Tin Plated Contacts=Connector Shell Size:-=No. of Rows:2Rows,,,,£0.30,10+:£0.30=50+:£0.27=100+:£0.26=250+:£0.24=500+:£0.23,"Country of Origin:Taiwan, , Country in which last significant manufacturing process was carried out=Tariff No:85366930, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:To be advised =SVHC:No SVHC (12-Jan-2017) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.001",1840079-40.jpg,885841.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
MF42-RP-24,"Rectangular Power Connector, Right Angle, 24 Contacts, PCB Mount, Through Hole, 4.2 mm, Header",Manufacturer:AMPHENOL COMMUNICATIONS SOLUTIONS=Manufacturer Part No:MF42-RP-24=Order Code:1840105=Technical Datasheet: MF42-RP-24  Datasheet,No. of Contacts:24Contacts=Product Range:-=Connector Mounting:PCB Mount=Contact Termination Type:Through Hole=Pitch Spacing:4.2mm=Contact Gender:-=Contact Material:Brass=Contact Plating:Tin Plated Contacts=Connector Shell Size:-=No. of Rows:2Rows,,,,£0.577,10+:£0.577=50+:£0.562=100+:£0.541=250+:£0.524=500+:£0.514,"Country of Origin:Taiwan, , Country in which last significant manufacturing process was carried out=Tariff No:85366930, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:To be advised =SVHC:No SVHC (12-Jan-2017) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.001",1840097-40.jpg,885867.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
MX34032UF2,"Rectangular Power Connector, 32 Contacts, PCB Mount, Through Hole, 2.2 mm, Plug",Manufacturer:JAPAN AVIATION ELECTRONICS INDUSTRY=Manufacturer Part No:MX34032UF2=Order Code:1827239=Technical Datasheet: MX34032UF2  Datasheet,No. of Contacts:32Contacts=Product Range:-=Connector Mounting:PCB Mount=Contact Termination Type:Through Hole=Pitch Spacing:2.2mm=Gender:Plug (View Associated Connectors)=Contact Gender:Pin=Contact Material:Brass=Contact Plating:Tin Plated Contacts=Connector Shell Size:-=No. of Rows:2Rows,,,,£1.15,1+:£1.15=10+:£0.972=50+:£0.916=100+:£0.852=250+:£0.788,"Country of Origin:Japan, , Country in which last significant manufacturing process was carried out=Tariff No:85366930, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:To be advised =SVHC:To Be Advised =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.08",1827233-40.jpg,1009712.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
64901421022,"Rectangular Power Connector, Right Angle, 14 Contacts, PCB Mount, Through Hole, 4.2 mm, Header",Manufacturer:WURTH ELEKTRONIK=Manufacturer Part No:64901421022=Order Code:2113374=Technical Datasheet: 64901421022  Datasheet,No. of Contacts:14Contacts=Product Range:-=Connector Mounting:PCB Mount=Contact Termination Type:Through Hole=Pitch Spacing:4.2mm=Contact Gender:Pin=Contact Material:Copper=Contact Plating:Tin Plated Contacts=Connector Shell Size:-=No. of Rows:2Rows,,,,£0.80,1+:£0.80,"Country of Origin:China, , Country in which last significant manufacturing process was carried out=Tariff No:85366930, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:To be advised =SVHC:No SVHC (07-Jul-2017) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.00517",2113368-40.jpg,64901421022.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
MF30-SHC1-12,"Rectangular Power Connector, Right Angle, 12 Contacts, PCB Mount, Surface Mount, 3 mm, Header",Manufacturer:AMPHENOL COMMUNICATIONS SOLUTIONS=Manufacturer Part No:MF30-SHC1-12=Order Code:1839989=Technical Datasheet: MF30-SHC1-12  Datasheet,No. of Contacts:12Contacts=Product Range:-=Connector Mounting:PCB Mount=Contact Termination Type:Surface Mount=Pitch Spacing:3mm=Contact Gender:-=Contact Material:Copper=Contact Plating:Tin Plated Contacts=Connector Shell Size:-=No. of Rows:2Rows,,,,£0.75,10+:£0.75=100+:£0.72=250+:£0.70=500+:£0.68=1000+:£0.67,"Country of Origin:Taiwan, , Country in which last significant manufacturing process was carried out=Tariff No:85366930, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:To be advised =SVHC:No SVHC (12-Jan-2017) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.001",1839983-40.jpg,885762.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
MF30-SVC1-20,"Rectangular Power Connector, 20 Contacts, PCB Mount, Surface Mount, 3 mm, Header",Manufacturer:AMPHENOL COMMUNICATIONS SOLUTIONS=Manufacturer Part No:MF30-SVC1-20=Order Code:1839954=Technical Datasheet: MF30-SVC1-20  Datasheet,No. of Contacts:20Contacts=Product Range:-=Connector Mounting:PCB Mount=Contact Termination Type:Surface Mount=Pitch Spacing:3mm=Contact Gender:-=Contact Material:Copper=Contact Plating:Tin Plated Contacts=Connector Shell Size:-=No. of Rows:2Rows,,,,£0.77,10+:£0.77=100+:£0.72=250+:£0.70=500+:£0.69=1000+:£0.65,"Country of Origin:China, , Country in which last significant manufacturing process was carried out=Tariff No:85366930, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:To be advised =SVHC:No SVHC (12-Jan-2017) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.001",1839943-40.jpg,1029513.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
